SMILES,IC50
COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,12.5
CC(=CCC(CC1=C(C=C(C2=C1OC(CC2=O)C3=C(C=C(C=C3)O)O)O)O)C(=C)C)C,12.5
CC(=CCC1=C(OC2=CC3=C(C=CC(O3)(C)C)C(=C2C1=O)O)C4=C(C=C(C=C4)O)O)C,12.5
CC(=C)C1CCC2(C1C3CCC4C5(CCC(=O)C(C5CCC4(C3(CC2)C)C)(C)CO)C)C(=O)O,12.53452305
C=CCCCCCCCCCCCC(CC(CO)O)O,12.5698324
CC1CC2(C(C2(C)C)C3C1(C4C=C(C(=O)C4(CC(=C3)CO)O)C)O)OC(=O)C,12.57
CC1(CCC2=C(C1)C(=O)CC3C2(CCCC3(C)C(=O)O)C)C=C,12.6
CC(C)C=CC1=C(C=C2C(=C1O)C(=O)C(=C(O2)C3=C(C=C(C=C3)O)O)CC=C(C)C)OC,12.6
COC1=C(C=C(C=C1)C=CC2CCC=CC2C3=CC(=C(C=C3)OC)OC)OC,12.6
CC(=CCCC(=CCC1=C(C=C(C=C1O)C=CC2=CC3=C(C(=C2)OC)OC4(CC(C(C(C4C3)(C)C)O)O)C)O)C)C,12.61773592
CC(=CCC1=C(OC2=C3C=CC(OC3=CC(=C2C1=O)O)(C)C)C4=C(C=C(C=C4)O)O)C,12.7
CN1C2=CC=CC=C2C=C3C1=NC4=CC=CC=C43,12.7
CC1(C=CC(=O)C23C1C(C(C45C2CCC(C4)C(=C)C5O)(OC3)O)O)C,12.8
CC1=C(C(C2(C1=O)CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)(C(=O)C)O)C,12.8
CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3OC)O)O)O)C,12.8
CC1C(C(OC1C2=CC(=C(C=C2)OC)OC)C3=CC(=C(C=C3)OC)OC)C,12.86
CC12CCC(C(C1CCC(=C)C2CC=C3C(COC3=O)O)(C)CO)O,12.87
CC1(C(=O)C(=C2C=CC3=CC=CC=C3O2)C(=O)C(C1=O)(C)C)C,12.89075089
C1=CC=C2C(=C1)C3=C4C(=C5C6=C(C=C(C=C6)O)NC5=C3N2)C(=O)NC4=O,12.89188397
CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)CO)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)O)C)C)C)O)O)O)O)O,12.9
C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,12.9
COC1=CC2=CC3=C(C(=C2C=C1OC)C4=CC5=C(C=C4)OCO5)C(=O)OC3,12.90145484
CC(=CCC1=C(C=CC2=C1OC3C2COC4=C3C=CC(=C4CC=C(C)C)O)O)C,12.99363057
C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,13
C=CCSSSCC=C,13
COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC,13
CC(=CCCC1=CC(C(C(C1)C2=C(C=C(C=C2)O)O)C(=O)C3=CC(=C(C=C3)O)CC=C(C)C)C4=C(C=C5C(=C4O)C(=O)CC(O5)C6=C(C=C(C=C6)O)O)O)C,13
COC1=C(C2=CN3CCC4=CC5=C(C=C4[C]3C=C2C=C1)OCO5)OC,13
COC1=C(C=CC(=C1)C=CCO)O,13.04
CC(C)C1=CC2=CC(=O)C3C(CCCC3(C2=C(C1=O)O)C)(C)C,13.04071247
COC1=C(C(=C2C(=C1O)C(=O)C=C(O2)C3=CC=C(C=C3)O)OC)OC,13.0699971
CC1CC(OC(=O)C1C)C(C)C2CCC3C2(CCC4C3CC5C6(C4(C(=O)C=CC6O)C)O5)C,13.09680245
CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)CO)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)O)C)C)C)O)O)O)O)O,13.1
CC=CC=CCC=CCCCCCCCCCC1=C(C=CC(=C1)O)O,13.13868613
CC1(C(CCC2(C1CC=C3C2CCC4(C3(CCC4C5CC(OC5OC)C6C(O6)(C)C)C)C)C)O)C,13.14978426
CC1(CCC2C(=CCC3C2(CCCC3(C)C(=O)O)C)C1)C=C,13.2
COC1=CC(=CC(=C1O)OC)C2C3C(CC4=CC5=C(C=C24)OCO5)COC3=O,13.2
CC(=CCC1=C(C=C(C(=C1O)C(=O)C=CC2=CC=C(C=C2)O)OC)O)C,13.2
CC(CC(C(C(C)(C)O)O)O)C1CC=C2C1(CCC3C2(C(CC4C3(CCC(C4(C)C)O)C)OC(=O)C)C)C,13.27599102
CC(=CCC1=C(C=C(C(=C1O)C(=O)C=CC2=CC=C(C=C2)O)OC)O)C,13.3
CC1CC2(C(C2(C)C)C3C1(C4C=C(C(=O)C4(CC(=C3)CO)O)C)O)OC(=O)C,13.3
CC(=CCC1=C2C(=C(C=C1O)O)C(=O)CC(O2)C3=C(C=C(C=C3)O)O)C,13.3
C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O,13.32099907
CC1=C2C=C(C(=CC2=C(C=C1)C(C)C)C)O,13.34577695
CCCC=CCC=CCCCCCCCCCC1=C(C=CC(=C1)O)O,13.35268505
CC1CC2C(OC3(C1C4(CCC56CC5(C(CCC6C4(C3O)C)C(C)(C)O)CCC(=O)OC)C)O2)C(C)(C)O,13.39
CC1CC2C(OC3(C1C4(CCC5=C(C4(C3O)C)CCC6C(C7CCC6(C5)O7)(C)C)C)O2)C(C)(C)O,13.39
CC(C)C(=O)C12C(=O)C(=C(C(C1=O)(CC(C2(C)CCC=C(C)C)CC=C(C)C)CC=C(C)C)O)CC=C(C)C,13.4
CC1(C2CCC3(C(C2(CCC1=O)C)CCC4C3(CCC5(C4C6C(C5)OC(=O)C6=C)C)C)C)C,13.4
CC(=O)OC1CCC(C(C12COC(=O)C34C2CCC(C3)C(=C)C4=O)CO)(C)C,13.42
CC12CCC3(C1)C(CC(C4C3(CCCC4(C)C(=O)O)C)OC(=O)C5=CC=CC=C5)CC2=O,13.45189238
CC1(C=CC2=C3C(=C(C=C2O1)OC)C(=O)C=C(O3)C4=CC=CC=C4)C,13.4569378
CC1C(C(OC1C2=CC(=C(C=C2)OC)OC)C3=CC(=C(C=C3)OC)OC)C,13.5
CC1=CCC(C(C1CC=C(C)C)C(=O)C2=C(C=C(C=C2O)OC)O)C3=CC=CC=C3,13.5
CC1CCC2(C(C1(C)CCC3=CC(=O)OC3O)CC(=O)C=C2C)C,13.53790614
COC1=CC(=C(C=C1)C(=O)OC)NC(=O)C2=CC=CC=C2O,13.54177039
CCCCCCC=CCCCCCCCCCC1=C(C=CC(=C1)O)O,13.56421356
C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,13.56762302
CN1CCCC1C2=C(C=CC3=C2NC4=C3CCN5C4CC(C(C5)C=C)CC6C7=C(CCN6C)C8=CC=CC=C8N7)O,13.57
CCCCCCCCCCCCCCCC=C1C(C(=C)OC1=O)O,13.58098068
CC(=CCCC(=CCC1=C(C=C(C(=C1C2=CC3=C(O2)C=C(C=C3)O)CC=C(C)C)O)O)C)C,13.65875504
CCC=CCC=CCC=CCCCC(=O)C,13.66008623
CC(=CCC(CC1=C(C=C(C2=C1OC(CC2=O)C3=C(C=C(C=C3)O)OC)OC)O)C(=C)C)C,13.7
CC1=CCCC(=C)C2CC(C2C(C1=O)OC(=O)C)(C)C,13.7
CC1CC2C(CCC3(C2(CCC4(C3=CC(=O)C5=C(C(=C(C=C54)O)O)C)C)C)C)(CC1=O)C,13.74255612
C1=CC2=C3C(=C1)C(=O)OC(=O)C3=C(C=C2)C4=CC=C(C=C4)O,13.77884947
CC1CC2C(OC3(C1C4(CCC5=C(C4(C3O)C)CCC6C(C7CCC6(C5)O7)(C)C)C)O2)C(C)(C)O,13.78
CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)O)OC,13.79990143
CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)CO,13.8
CC1(CCC2(C(C1)C3=CCC4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)CO)O)C)C(=O)O)C,13.8
CC1CN2CC3CCC(=O)C4=C5C3(C2CC1C(=C5C6=C4CCOC6=O)O)C,13.8
CC1COC2=C1C(=O)C(C3=C2C=CC4=C(C=CC=C43)C)(CC(=O)C)O,13.82282996
CC12CCC3(C1)C(CC(C4C3(CCCC4(C)CO)C)OC(=O)C5=CC=CC=C5)CC2O,13.83028598
CC(=CCC1=C(C2=C(C(=C1O)CC=C(C)C)OC(CC2=O)C3=CC(=C4C(=C3)C=CC(O4)(C)C)O)O)C,13.86057888
C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,13.88
CC1CCC2(C(C1(C)CCC3=CC(=O)OC3O)CCC=C2C)C,13.88190955
C1=CC(=CC=C1C=CC(=O)NCC(C(CN)O)O)O,13.9
CC12CCC3(C1)C(CC(C4C3(CCCC4(C)C(=O)O)C)OC(=O)C5=CC=CC=C5)CC2=O,13.90788874
COC1=C(C=C2C(=C1)C(=C3C(=C2OC4C(C(CO4)(CO)O)O)COC3=O)C5=CC6=C(C=C5)OCO6)OC,13.92
CC1(C2CC=C3C(C2(CCC1=O)C)CCC4(C3(CC(C4C(CC=CC(C)(C)OO)C(=O)OC)O)C)C)C,13.93458487
C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3,14
COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(O2)C(=C(C=C3OC)OC)OC)OC)OC,14
CC1=CCC(C(C1CC=C(C)C)C(=O)C2=C(C=C(C=C2O)OC)O)C3=CC=CC=C3,14
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,14
COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC)O)OC)OC,14
CC1CC2(C(C2(C)C)C3C1(C4C=C(C(=O)C4(CC(=C3)CO)O)C)O)OC(=O)C,14.05
CC1C(C(OC1C2=CC(=C(C=C2)OC)OC)C3=CC(=C(C=C3)OC)OC)C,14.05
CC(=CCC1=C(C2=C(C(=C1O)CC=C(C)C)OC(CC2=O)C3=CC(=C4C(=C3)C=CC(O4)(C)C)O)O)C,14.06441093
CCCCCCCCC1CCCC1(CCCCCNN)C(=O)O,14.08882083
COC1=CC=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O,14.1
C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O,14.10730805
CN1CCC2=CC3=C(C4=C2C1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)CC7C8=CC(=C(C=C8CCN7C)OC)O4)OC)OCO3,14.10911488
CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C(=C(O2)C3=C(C=C(C=C3)O)O)CC=C(C)C)C,14.2
CC(C(C1=CC(=C(C(=C1)OC)OC)OC)O)OC2=C(C=C(C=C2)CCCO)OC,14.21
CC(=O)OC1CC(C23COC(C2C4(C(C5C3C1(CO5)C)OC6(C4(C7CC6C8(C=COC8O7)O)O)C)C)(C(=O)OC)OC)OC(=O)C=CC9=CC=CC=C9,14.21223606
CC1CC2C(OC3(C1C4(CCC56CC57CCC(C(C7CCC6C4(C3O)C)(C)C)OC8C(C(C(CO8)O)O)O)C)O2)C(C)(C)OC(=O)C,14.24
CC1(CCCC23C1C(C(C45C2C(CC(C4O)C(=C)C5=O)O)(OC3)O)O)C,14.27003293
CC12CCC3(C1)C(CC(C4C3(CCCC4(C)CO)C)OC(=O)C5=CC=CC=C5)CC2O,14.29910924
C1=CC(=CC=C1C=CC(=O)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O,14.3
CC(=CCC1=CC(=CC(=C1O)CC=C(C)C)C2CC(=O)C3=C(O2)C=C(C=C3)O)C,14.3
CC(C)C(=O)C12C(=O)C(=C(C(C1=O)(CC(C2(C)CCC=C(C)C)CC=C(C)C)CC=C(C)C)O)CC=C(C)C,14.3
CC1=CC2=C(C(=C1)O)C(=O)C3=C(C=C(C(=C3C2=O)C4=C5C(=C(C=C4O)O)C(=O)C6=C(C5=O)C=C(C=C6O)C)O)O,14.31
CC1CCC2(C(C1(C)CCC3=CC(=O)N(C3=O)C=C(CCC4(C(CCC5(C4CCC=C5C)C)C)C)CC(=O)O)CCC=C2C)C,14.32270594
C1=CC(=CC=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)C4C(OC5=CC(=CC(=C5C4=O)O)O)C6=CC=C(C=C6)O)O,14.36
CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)OC8C(C(C(C(O8)CO)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1,14.39548023
CC1(C=CC(=O)C23C1C(C(C45C2CCC(C4)C(=C)C5O)(OC3)O)O)C,14.4
COC1CC2C3(C=C1)C(CN2CC4=CC5=C(C=C34)OCO5)OC,14.4
C1C=CC(=O)OC1C(C(C2=CC=CC=C2)Cl)O,14.40500218
C#CCCCCCCCCCCCC(CC(CO)O)O,14.41631505
CC1CC2C(OC3(C1C4(CCC56CC5(C(CCC6C4(C3O)C)C(C)(C)O)CCC(=O)OC)C)O2)C(C)(C)O,14.43
CC1CC2C(OC3(C1C4(CCC5=C(C4(C3O)C)CCC6C(C7CCC6(C5)O7)(C)C)C)O2)C(C)(C)O,14.43
C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,14.45495396
CC1(CCC2(C(C1)C3=CCC4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)CO)O)C)C(=O)O)C,14.5
CC1(C=CC(=O)C23C1C(C(C45C2CCC(C4)C(=C)C5O)(OC3)O)O)C,14.5
CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,14.5
COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)OC)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O,14.54
COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC,14.60040984
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(CO6)O)O)O)C)C)C2C1)C)C(=O)O)C,14.60597826
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,14.67046201
COC1=C(C=CC(=C1)C=CCO)O,14.7
CC(=CCC1=C(C=C2C(=C1O)C(=O)C3=C(O2)C=C(C(=C3CC=C(C)C)OC)O)OC)C,14.72320377
CC(CC(C(C(C)(C)O)O)O)C1CCC2(C1(CC=C3C2C(CC4C3(CCC(C4(C)C)O)C)OC(=O)C)C)C,14.77187734
CC(CC(C(C(C)(C)O)O)O)C1CC=C2C1(CCC3C2(C(CC4C3(CCC(C4(C)C)O)C)OC(=O)C)C)C,14.77187734
CC1(C(CCC2(C1CC=C3C2CCC4(C3(CCC4C5CC(OC5OC)C6C(O6)(C)C)C)C)C)O)C,14.79350729
CC(=CCC1=C(C=C2C(=C1)C3COC4=C(C3O2)C=CC(=C4CC=C(C)C)O)O)C,14.8
CCC12CC(=C3C4(C1N(CC4)CC=C2)C5=CC=CC=C5N3)C(=O)OC,14.8
CC(=C)C(CCC1C2C(CC3(C2(CCC4C3=CCC5C4(CCC(=O)C5(C)C)C)C)C)OC1=O)OO,14.85454921
CC1(C2CC=C3C(C2(CCC1=O)C)CCC4(C3(CC5C4C(C(=O)O5)CC=CC(C)(C)OO)C)C)C,14.85454921
CC1(C2CC(=O)C3(C1C(C(=O)C45C3CCC(C4)C(=C)C5O)O)CO2)C,14.8960739
CC(=O)C=CC1=C(C=C(C2=C1OC(CC2=O)C3=CC=CC=C3)O)OC,14.9
CCC12CC(=C3C4(C1N(CC4)CC=C2)C5=CC=CC=C5N3)C(=O)OC,14.9
CC(C)C(=O)C12C(=O)C(=C(C(C1=O)(CC(C2(C)CCC=C(C)C)CC=C(C)C)CC=C(C)C)O)CC=C(C)C,14.9
CC1CCC2(C(C1(C)CCC3=CC(=O)N(C3=O)C=C(CCC4(C(CCC5(C4CCC=C5C)C)C)C)CC(=O)O)CCC=C2C)C,14.93769218
CC1=CC2=C(C=C1)OCCC2=O,15
CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C(=O)O,15
CN1C2C3=C(CCN2C(=O)C4=CC=CC=C41)C5=CC=CC=C5N3,15
CN1CCCC1C2=C(C=CC3=C2NC4=C3CCN5C4CC(C(C5)C=C)CC6C7=C(CCN6C)C8=CC=CC=C8N7)O,15
CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)OC9C(C(C(CO9)O)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)C)C)C)NC1,15
CC(=CCC1=C(C2=C(C=C1O)OC3=C(C(=C(C(=C3C2=O)CC=C(C)C)O)O)CC=C(C)C)O)C,15
CC(=CCC1=C(C(=C(C=C1OC)OC)CC=C(C)C)C2=CC3=C(O2)C=C(C=C3)O)C,15.00615006
CC(C)C(=O)OC1CC2(C(CC(C(=C)C2C3C1C(=C)C(=O)O3)OC(=O)C)O)C,15.03567788
CC(=CCC1=C(C=CC(=C1O)C(=O)C=CC2=CC=C(C=C2)O)O)C,15.06
CC1CC2C(OC3(C1C4(CCC56CC5(C(CCC6C4(C3O)C)C(C)(C)O)CCC(=O)OC)C)O2)C(C)(C)O,15.06
CC1CC2C(OC3(C1C4(CCC5=C(C4(C3O)C)CCC6C(C7CCC6(C5)O7)(C)C)C)O2)C(C)(C)O,15.06
CC1CC2C(OC3(C1C4(CCC56CC57CCC(C(C7CCC6C4(C3O)C)(C)C)OC8C(C(C(CO8)O)O)O)C)O2)C(C)(C)OC(=O)C,15.07
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C(=O)O)C)C,15.10838625
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(CO6)O)O)O)C)C)C2C1)C)C(=O)O)C,15.11548913
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,15.15402177
CC(CC=CC(C)(C)OO)C1C(CC2(C1(CCC3C2=CCC4C3(CCC(C4(C)C)O)C)C)C)O,15.16747419
CC1(C(CCC2(C1CC(C3(C2CCC4(C3=CCC4C5CC(OC5OC)C(C(C)(C)O)O)C)C)O)C)O)C,15.171884
CCC(C)C(=O)OC1C2(C3CC(C4(C5CC(=O)C(C5(CC(=O)C4C3(CO1)C(C(C2OC(=O)C)OC(=O)C)O)C)C6=COC=C6)C)O)C,15.18141794
COC1=CC=CC(=C1OC)C=CC2=CC(=CC(=C2)OC)O,15.2
COC1=CC(=CC(=C1)O)C=CC2=C(C(=CC=C2)O)OC,15.2
CCCCCC=CC=CC12OC3C4C5C(O5)(C(C6(C(C4(O1)C(C(C3(O2)C(=C)C)OC(=O)CC)C)C=C(C6=O)C)O)O)CO,15.2
C1=CC(=CC(=C1)O)C=CC2=CC(=CC(=C2)O)O,15.2
COC1=CC(=CC(=C1)O)C=CC2=C(C(=C(C=C2)O)OC)OC,15.2
C1C=CC(=O)OC1C2C(O2)C3=CC=CC=C3,15.21528003
CC(CC=CC(C)(C)OO)C1C(CC2(C1(CCC3C2=CCC4C3(CCC(=O)C4(C)C)C)C)C)O,15.23164798
CC(=O)OC1CCC2(C3C(CC4CC3(C(C(C2C1(C)C)OC(=O)C)O)C(=O)C4=C)O)C,15.23590334
C1=C(C=C(C(=C1O)O)O)C(=O)O,15.28332941
CC(=CCC1=C(C=C(C2=C1OC(CC2=O)C3=CC=C(C=C3)O)OC)O)C,15.3
C1CC2=C(C(=CC=C2)O)OC3=CC=CC(=C3)CCC4=CC(=C(C(=C4)OC5=CC=C1C=C5)O)O,15.3
C=CCCCCCCCCCCCC(CC(CO)O)O,15.36312849
CC(=O)OC(C)(C)CCC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3C=C(C(=O)C4(C)C)O)C)C)C)O)O,15.39287632
COC1=C(C=C2CC3C4=C(C2=C1)C5=C(C=C4CCN3)OCO5)O,15.4
CC1C2C(CC3C2(CCC4C3CC=C5C4(CCC(C5)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)C)O)O)O)O)OC8C(C(C(C(O8)C)O)O)O)C)C)OC1(CCC(C)CO)O,15.43
CC1C(CCC(N1)CCCCCCCCCCC(=O)C)OC(=O)C2=CC=CC=C2,15.43824701
CC1C2C(CC3C2(CCC4C3CCC5C4(CCC(C5)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)O)OC8C(C(C(CO8)O)O)O)OC9C(C(C(C(O9)CO)O)O)O)O)O)C)C)OC1(CCC(C)COC1C(C(C(C(O1)CO)O)O)O)O,15.46943142
CC(=CCC1=CC(=CC(=C1O)CC=C(C)C)C2CC(=O)C3=C(O2)C=C(C=C3)O)C,15.5
COC1=C(C=C(C=C1)C=CC2CCC=CC2C3=CC(=C(C=C3)OC)OC)OC,15.5
CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,15.5
CC1CC2(C(C2(C)C)C3C1(C4C=C(C(=O)C4(CC(=C3)CO)O)C)O)OC(=O)C,15.57
CC1=CC2=C(C(=C1)O)C(=O)C=C(C2=O)OC,15.58203483
COC1=C(C=C(C=C1)C=CC2CCC=CC2C3=CC(=C(C=C3)OC)OC)OC,15.6
C1C2C(C3=C(O1)C=C(C=C3)O)OC4=CC5=C(C=C24)OCO5,15.6
CC(=CCC1=C(C(=C(C=C1O)OC)C(=O)C=CC2=CC=C(C=C2)O)O)C,15.6
CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O,15.6
CC(C)C12CCC3(C(=C1)CCC4C3(CCCC4(C)CO)C)OO2,15.60062402
CC1=C(C(=O)OC(C1)C(C)C2CCC3C2(CCC4C3CC5C6(C4(C(=O)CCC6O)C)O5)C)CO,15.6157427
CCCCCCCCCCCCC(C1CCC(O1)C(CCCCC(CCCCCC(CC2=CC(OC2=O)C)O)O)O)O,15.62
CC1(C=CC2=C(C(=C(C=C2O1)OC)C(=O)C=CC3=CC=C(C=C3)O)O)C,15.7
CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)NC1,15.7
CC(CCC(C(=C)C)O)C1C(CC2(C1(CCC3C2=CCC4C3(CCC(=O)C4(C)C)C)C)C)O,15.76527261
CC(C)C(=O)C12C(=O)C(=C(C(C1=O)(CC(C2(C)CCC=C(C)C)CC=C(C)C)CC=C(C)C)O)CC=C(C)C,15.8
CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,15.8
CC(=O)OC12C3C(CC(C3OC(=O)C4=CC=CC=C4)(C(C1O)OC)O)C56C(CC(C7(C5C(C2C6N(C7)C)OC)COC)O)OC,15.83029919
CCOC(=O)C=CC1=CC=C(C=C1)O,15.84
CC(CCC(=O)C(=C)C)C1CCC2(C1(CCC34C2CCC5C3(C4)CCC(=O)C5(C)C)C)C,15.86
COC1=CC(=CC(=C1)C=CC2=CC=C(C=C2)O)OC,15.9
CC1C(C(C(C(O1)OC2C(C(COC2OC3CCC4(C(C3(C)CO)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)O)C)C)C)O)O)O)O)O,15.9
COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)OC)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)OC)O)OC,15.90985536
CC1(C=CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4(C3=O)O)OC)OC)C,15.95
CC1CC2(C(C2(C)C)C3C1(C4C=C(C(=O)C4(CC(=C3)CO)O)C)O)OC(=O)C,15.97
C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,16
COC1=CC(=CC(=C1)O)C(C2COC(C2CO)C3=CC(=C(C=C3)O)OC)O,16
C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3)O)O)O)O,16
CC1=C2C(=C3C=CC(=O)C=C3N2)C=CN1,16
COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC)O)OC)OC,16
COC1=CC(=CC(=C1O)OC)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,16
CC1(CCCC23C1C(C(C45C2C(CC(C4O)C(=C)C5=O)O)(OC3)O)O)C,16
CC1(C2CC3=C(C4=C2C(=C(C=C4O)O)O1)OC5=CC(=CC(=C5C3=O)O)O)C,16.01954928
CCOC(=O)C=CC1=CC=C(C=C1)O,16.07
CC1CC(OC(=O)C1C)C(C)C2CCC3C2(CCC4C3CC5C6(C4(C(=O)C=CC6O)C)O5)C,16.09724047
CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)O)OC)OC,16.099885
CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C(=O)O,16.1
COC1=C(C=C(C=C1)C=CC2CCC=CC2C3=CC(=C(C=C3)OC)OC)OC,16.1
CC1(C2CCC3(C(C2(CCC1=O)C)CCC4C3(CCC5(C4C6C(C5)OC(=O)C6=C)C)C)C)C,16.1
CC1CC2(C(C2(C)C)C3C1(C4C=C(C(=O)C4(CC(=C3)CO)O)C)O)OC(=O)C,16.18
C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O,16.18122977
C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O,16.2
CC1(C=CC(=O)C23C1C(C(C45C2CCC(C4)C(=C)C5O)(OC3)O)O)C,16.2
CC(C)C1=CC2=CC(=O)C3C(CCCC3(C2=C(C1=O)O)C)(C)C,16.22137405
CCCC=CCC=CCCCCCCCCCC1=C(C=CC(=C1)O)O,16.25544267
C1=CC(=C(C=C1C=CC(=O)OCC2C(C(C(C(O2)OC3=CC4=[O+]C(=C(C=C4C(=C3)O)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)OC(=O)C=CC7=CC(=C(C=C7)O)O)C8=CC(=C(C(=C8)OC9C(C(C(C(O9)C(=O)O)O)O)O)O)O)O)O)O)O)O,16.27780792
CC1CCC(CC2=C1C=CC(=N2)C)C(C)(C)O,16.2845511
CC(=CCC1=C(C=C2C(=C1)C3C(CO2)(C4=C(O3)C(=C(C=C4)OC)CC=C(C)C)O)O)C,16.33136095
