SMILES
CC1=C(C=C2C(=C1)C(=O)C=C3C2(CCC(C3(C)C)O)C)O
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)CO)O)O)O)C)C)C2C1)C)C(=O)O)C
COC1CC(=O)CCC1(CC=CC2=CC=CC=C2)O
CC(=CCC1C(=C)CCC2C1(CC(C(C2(C)C)O)OC(=O)C)C)C=C
COC1=CC=CC=C1C=CCC2(CCC(=O)C=C2)O
CC1CN2CC3CCC(=O)C4=C5C3(C2CC1C(=C5C6=C4CCOC6=O)O)C
C1C2=C3C4=CC=CC=C4NC3=C5C(=C2C(=O)N1)C6=CC=CC=C6N5
COC1=C(C=C2C(=C1)C3=C(C(C4CCCN4C3)O)C5=C2C=C(C=C5)O)OC
COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O
CC1=CC2=C(C=C1O)C3(CCC(C(C3=CC2=O)(C)C)O)C
CC(C)(C=C)C1=C(C=C(C(=C1)C=CC(=O)C2=CC=C(C=C2)O)OC)O
CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)OC)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O
CC1C(C(OC1C2=CC(=C(C=C2)O)O)C3=CC(=C(C=C3)OC)O)C
COC1=C(C2=CN3CCC4=CC5=C(C=C4[C]3C=C2C=C1)OCO5)OC
CC1C(C(C(C(O1)OC2C(C(COC2OC(=O)C34CCC(CC3C5=CCC6C7(CCC(C(C7CCC6(C5(CC4O)C)C)(C)C)OC8C(C(C(C(O8)C(=O)O)O)O)O)C)(C)C)O)O)O)O)OC9C(C(C(CO9)O)O)O
CC(=CCC1=C(C=CC(=C1)C2=COC3=C4C=CC(OC4=C(C(=C3C2=O)O)CC=C(C)C)(C)C)O)C
COC1=CC(=CC(=C1)O)C=CC2=CC=C(C=C2)O
CC(=CCC1=C(C=C(C(=C1O)C(=O)C=CC2=CC=C(C=C2)O)O)O)C
CC1CC2C(OC3(C1C4(CCC5=C(C4(C3O)C)CCC6C(C7CCC6(C5)O7)(C)C)C)O2)C(C)(C)O
CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O
CC1=CC2=C(C(=C1O)OC)C(=O)C3=C(C2=O)C=C(C=C3O)O
C1=CC(=C(C=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O)O
CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O
CC=C(C)C(=O)OC1C2=CC(=C(C(=C2C(C3(C1(COC3=O)O)O)C4=CC5=C(C=C4)OCO5)OC)OC)OC
CC(=CCCC(=CCCC(C)(C=C)C1=CC(=C(C=C1)O)O)C)C
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
CC1CN2CC3CCC(=O)C4=C5C3(C2CC1(C(=C5C(=C4CCO)C(=O)OC)O)O)C
CC(=CCC1=C(C2=C(C=C1O)OC3=C(C2=O)C(=C(C(=C3)O)O)CCC(C)(C)O)O)C
C1=CC(=CC=C1CCC(CC(CCC2=CC(=C(C=C2)O)O)O)OC3C(C(C(C(O3)CO)O)O)O)O
CC(C)C(=O)C12C(=O)C(=C(C(C1=O)(CC(C2(C)CCC=C(C)C)CC=C(C)C)CC=C(C)C)O)CC=C(C)C
CC12CCC3(C1)C(CC(C4C3(CCCC4(C)C(=O)O)C)OC(=O)C5=CC=CC=C5)CC2=O
CC(CC=CC(C)(C)OO)C1C(CC2(C1(CCC3C2=CCC4C3(CCC(C4(C)C)O)C)C)C)O
CC1=C(C(=C(C(=C1O)C(=O)C=CC2=CC=CC=C2)OC)C)O
CC(=CC=CC=C(C)C=CC=C(C)C(=O)O)C=CC=C(C)C(=O)O
CC(CCC(C(=C)C)O)C1C(CC2(C1(CCC3C2=CCC4C3(CCC(=O)C4(C)C)C)C)C)O
COC1=CC(=CC(=C1C(=O)C=CC2=CC=CC=C2)O)O
C1=CC(=CC=C1C#CC=CCOC2=CC=C(C=C2)O)O
C1C(=CC2=C(O1)C=C(C=C2)O)CC3=CC=C(C=C3)O
C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)C(=O)O
C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O)O
CC1C(C(OC1C2=CC(=C(C=C2)O)OC)C3=CC(=C(C=C3)OC)OC)C
CC=CC#CC#CC#CC=CC(CO)O
C=CCCCCCC=CC(C#CC#CCC=C)O
C1=CC(=C(C=C1C=CC(=O)O)O)O
CC(C)C1=CC2=CC(=O)C3C(CCCC3(C2=C(C1=O)O)C)(C)C
C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O
C=CCSCC=C
COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O
COC1=C(C2=CN3CCC4=CC5=C(C=C4[C]3C=C2C=C1)OCO5)OC
COC1=CC(=O)OC(C1)CCC2=CC=CC=C2
C1C(COC2=C1C=CC(=C2)O)CC3=CC=C(C=C3)O
CC12CCC(C(C1CCC(=C)C2CC=C3C(COC3=O)O)(C)CO)O
CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6=CC(=O)CCC56C)C)C)OC1
CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C(=O)O
CC1(CCCC23C1C(C(C45C2C(CC(C4O)C(=C)C5=O)O)(OC3)O)O)C
COC1=C(C(=C2C(=C1)CC(CO2)C3=CC(=O)C(=C(C3=O)OC)OC)OC)OC
CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2C(=CC(CC2(C)C)O)C)C)C
CC1(C2CCC3(C(C2(CCC1OC(=O)CC(=O)OC)C)CCC4C3(CCC4C5(CCC(O5)C(C)(C)O)C)C)C)C
CC(CCC(=O)C(=C)C)C1CCC2(C1(CCC34C2CCC5C3(C4)CCC(=O)C5(C)C)C)C
CC(=CCCC(=CCC1=C(C=CC2=C1OC(=C2)C3=CC(=CC(=C3CC=C(C)C)O)O)O)C)C
C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O
CC(=CCC12C3=C(C=C(C=C3)O)OC1(C(=O)C4=C(C=C5C(=C4O2)C=CC(O5)(C)C)O)O)C
CC1=C(C2=CC(=C(C=C2C=C1)C)O)CCC(=O)C(C)C
C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O
